StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Gender,Gender_4_TEXT,age_1,marital,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_7,Ethnicity_8,Ethnicity_-99,Ethnicity_8_TEXT,Income,sex_or,Education,Moderators2_t_First Click,Moderators2_t_Last Click,Moderators2_t_Page Submit,Moderators2_t_Click Count,PROLIFIC_PID,GrpNum,STUDY_ID,SESSION_ID
4/10/2024 14:09,4/10/2024 14:10,0,108.250.113.62,100,25,1,4/10/2024 14:10,R_1M5Mwl0hNtsIimM,,,,,37.4395,-87.4704,anonymous,EN,2,,28,1,,1,,,,,,,,,1,3,4,1.4,23.859,24.131,24,5d3df9b23bf3780015abf56f,11,6616a611b1d4fd89aac7dfaa,6616ffec850294b7290f878b
4/10/2024 14:09,4/10/2024 14:10,0,99.71.65.5,100,23,1,4/10/2024 14:10,R_2Xzbg90WvyU7zhf,,,,,30.3414,-97.7312,anonymous,EN,2,,22,1,,,,,1,,,,,,1,1,4,1.288,20.961,22.16,9,655f972d8bea916cc48144de,13,6616a611b1d4fd89aac7dfaa,6616fffe86d815be2ac752f5
4/10/2024 14:10,4/10/2024 14:10,0,75.4.216.39,100,14,1,4/10/2024 14:10,R_54PmMKjRceskNo9,,,,,33.9721,-84.4406,anonymous,EN,2,,42,2,,1,,,,,,,,,1,1,4,1.194,13.241,13.848,7,5e307edef5abed05e1736185,9,6616a611b1d4fd89aac7dfaa,6616ffebb4c76520233e9b32
4/10/2024 14:09,4/10/2024 14:10,0,174.55.228.25,100,40,1,4/10/2024 14:10,R_70ViTnsnZty2C6g,,,,,39.9056,-76.6055,anonymous,EN,2,,32,2,,1,,,,,,,,,6,1,2,3.71,38.742,39.744,24,63cefeff620af13498f0b730,9,6616a611b1d4fd89aac7dfaa,6616ffcaaeef1c6c1fe42da4
4/10/2024 14:09,4/10/2024 14:10,0,97.157.24.12,100,27,1,4/10/2024 14:10,R_5EGdvojubs1eFuN,,,,,42.6002,-83.0033,anonymous,EN,2,,65,1,,1,,,,,,,,,2,1,3,1.436,26.172,27.2,12,65d137ebe3f907e4ffc01d49,7,6616a611b1d4fd89aac7dfaa,6616ff46a57eaa2b5cd59a67
4/10/2024 14:10,4/10/2024 14:10,0,76.24.151.173,100,25,1,4/10/2024 14:10,R_1tLK4KjiIOyU09n,,,,,42.1177,-72.6445,anonymous,EN,3,,29,1,1,,,,,,,,,,2,3,3,5.328,23.511,24.266,17,65410baca03e33fb1bb8c25c,4,6616a611b1d4fd89aac7dfaa,6616ff7fb43a151d59633e58
4/10/2024 14:10,4/10/2024 14:10,0,99.99.207.251,100,25,1,4/10/2024 14:10,R_1ZdiaTTiDoaZuvf,,,,,43.642,-84.2673,anonymous,EN,1,,42,2,,1,,,,,,,,,4,1,3,6.329,23.784,24.951,8,5dd3d566e05cad3b130de19a,16,6616a611b1d4fd89aac7dfaa,6616fec9bae9fddf8fbc7fd1
4/10/2024 14:10,4/10/2024 14:10,0,71.217.201.120,100,34,1,4/10/2024 14:10,R_32DAQLnhR1qeSe6,,,,,35.3144,-78.6174,anonymous,EN,2,,71,3,,1,,,,,,,,,1,1,5,7.493,31.813,33.429,15,5806ceacf0740c00017892c8,12,6616a611b1d4fd89aac7dfaa,6616ffccf201fd46ff57309a
4/10/2024 14:10,4/10/2024 14:10,0,205.178.85.206,100,17,1,4/10/2024 14:10,R_7Ku191FQclEmj05,,,,,41.9215,-87.6446,anonymous,EN,1,,54,2,,1,,,,,,,,,6,1,5,1.315,15.317,16.566,7,657e2b6843cb49c64a6cb939,9,6616a611b1d4fd89aac7dfaa,6617000b3d55392ccac61028
4/10/2024 14:10,4/10/2024 14:10,0,68.83.24.200,100,23,1,4/10/2024 14:10,R_78VmZqyR3fIthgB,,,,,39.8952,-75.0347,anonymous,EN,1,,52,1,,1,,,,,,,,,2,1,2,3.576,20.876,22.538,7,5efe6daf6a2551378201893e,9,6616a611b1d4fd89aac7dfaa,6617000ed530cc808ab3f548
4/10/2024 14:10,4/10/2024 14:10,0,76.184.13.20,100,25,1,4/10/2024 14:10,R_1BOfaO4Kn06VNqp,,,,,32.7816,-97.0828,anonymous,EN,2,,32,2,,1,,,,,,,,,2,3,4,1.916,23.305,24.662,8,5f51343c15e36634234bb7ce,3,6616a611b1d4fd89aac7dfaa,6616ffcea7fb30b7d13e9b7c
4/10/2024 14:10,4/10/2024 14:10,0,199.168.76.175,100,17,1,4/10/2024 14:10,R_6GDq4via0L8yrUr,,,,,39.9594,-86.0199,anonymous,EN,1,,30,1,,1,,,,,,,,,2,3,2,1.218,15.89,17.047,9,5a4c1ecaefd8df0001d34305,3,6616a611b1d4fd89aac7dfaa,66170026535abb9af4ffc708
4/10/2024 14:10,4/10/2024 14:10,0,172.56.104.52,100,21,1,4/10/2024 14:10,R_61BlVYz63hlj4po,,,,,47.4467,-122.2684,anonymous,EN,2,,36,2,,,,,1,,,,,,6,1,4,0.997,19.921,20.681,20,616ca5967d36f0000bd47b78,4,6616a611b1d4fd89aac7dfaa,6616fffd0e98269b1fc6cade
4/10/2024 14:10,4/10/2024 14:10,0,73.186.175.79,100,13,1,4/10/2024 14:10,R_7BmMulxhh4hZMKg,,,,,42.0581,-70.8077,anonymous,EN,2,,36,1,,1,,,,,,,,,1,3,4,1.05,11.487,12.818,9,5a348ea750833c0001ee9550,2,6616a611b1d4fd89aac7dfaa,6617001829d63b5d1e801c9b
4/10/2024 14:10,4/10/2024 14:10,0,173.47.247.196,100,16,1,4/10/2024 14:10,R_1gRMXgIrc2oUuJM,,,,,37.0494,-94.5069,anonymous,EN,2,,39,2,,1,,,,,,,,,3,1,2,1.119,14.362,15.601,14,5bf19d37e657aa0001a2314a,10,6616a611b1d4fd89aac7dfaa,6616fff6453929b4ed4297ec
4/10/2024 14:10,4/10/2024 14:10,0,24.11.3.84,100,34,1,4/10/2024 14:10,R_6mJT1rCeuHZZxJf,,,,,40.598,-111.9619,anonymous,EN,2,,23,2,,1,,,,,,,,,5,3,2,1.565,31.859,33.453,13,65fe9bc3f70f6a390882c05c,9,6616a611b1d4fd89aac7dfaa,66170004b5d702f51bc752ce
4/10/2024 14:10,4/10/2024 14:11,0,74.83.194.34,100,31,1,4/10/2024 14:11,R_1rJ87Tr4TeoE7HH,,,,,39.2454,-84.2537,anonymous,EN,2,,20,1,,1,,,,,,,,,6,3,2,1.6,30.014,31.457,7,616870f3f5785e447dd90a2f,8,6616a611b1d4fd89aac7dfaa,6617001a86d815be2ac752f8
4/10/2024 14:10,4/10/2024 14:11,0,47.153.50.119,100,23,1,4/10/2024 14:11,R_2Qh0oORxKQ2x1Mg,,,,,34.2529,-118.418,anonymous,EN,1,,29,1,,,,1,,,,,,,6,1,2,2.405,20.371,22.494,16,65fb31f08ac6f423b601dcfc,12,6616a611b1d4fd89aac7dfaa,661700114144a13c3b0c8b5d
4/10/2024 14:10,4/10/2024 14:11,0,96.245.183.99,100,12,1,4/10/2024 14:11,R_84iqP6C9XjJtIFw,,,,,40.0558,-75.0773,anonymous,EN,1,,29,1,,,,,1,,,,,,3,1,4,1.011,11.17,11.395,8,5fec060b5ce3ae867e64cfb3,10,6616a611b1d4fd89aac7dfaa,66170035b209b699616b2457
4/10/2024 14:10,4/10/2024 14:11,0,76.190.202.26,100,29,1,4/10/2024 14:11,R_6d3Jsrh0nVaZwdR,,,,,40.8968,-80.8615,anonymous,EN,2,,70,2,,1,,,,,,,,,2,1,2,3.922,25.766,29.249,7,5ed9c285b8c16356b385a97f,16,6616a611b1d4fd89aac7dfaa,6616ffe6252cd202424d01ea
4/10/2024 14:10,4/10/2024 14:11,0,23.123.211.202,100,16,1,4/10/2024 14:11,R_3uPr9KZUyn2Df0R,,,,,35.5081,-97.6403,anonymous,EN,1,,19,1,,1,,,,,,,,,3,1,2,1.755,14.016,15.094,7,631ab79e8635a1df26319958,5,6616a611b1d4fd89aac7dfaa,66170038eef3093a7e3962dc
4/10/2024 14:10,4/10/2024 14:11,0,73.167.219.56,100,63,1,4/10/2024 14:11,R_5KHU7HQ4XKcMNqN,,,,,43.3656,-72.3442,anonymous,EN,2,,68,2,,1,,,,,,,,,6,1,2,3.982,60.068,62.706,24,57541379f5000a0006b06ab4,8,6616a611b1d4fd89aac7dfaa,6616ffed99ca698ed799b7db
4/10/2024 14:10,4/10/2024 14:11,0,174.234.13.212,100,24,1,4/10/2024 14:11,R_2zUa9swaCM8hFkm,,,,,39.7388,-104.9868,anonymous,EN,1,,34,1,,1,,,,,,,,,1,1,3,1.843,22.849,23.671,16,65e95748464eec9e7ae867f3,16,6616a611b1d4fd89aac7dfaa,66170032dfb0b47a66f8ddf0
4/10/2024 14:11,4/10/2024 14:11,0,45.51.5.244,100,19,1,4/10/2024 14:11,R_3JVCgOgLUgaMBSR,,,,,33.7873,-117.9231,anonymous,EN,1,,36,1,,,,1,,,,,,,4,1,4,1.168,18.084,19.111,23,5ededc7ab3595e17ef9533df,14,6616a611b1d4fd89aac7dfaa,6616ffcdd9af9c3aa9c61045
4/10/2024 14:10,4/10/2024 14:11,0,67.10.111.99,100,40,1,4/10/2024 14:11,R_4k3NAFCsmsqW2aZ,,,,,25.9244,-97.4626,anonymous,EN,2,,35,2,,,,1,,,,,,,4,1,4,2.138,35.492,38.859,8,5c7336a216dc79000146929b,17,6616a611b1d4fd89aac7dfaa,66170019930682ea90c8ed5a
4/10/2024 14:10,4/10/2024 14:11,0,174.240.65.117,100,48,1,4/10/2024 14:11,R_7LhwczWwn6klPqN,,,,,28.6344,-81.6221,anonymous,EN,1,,60,1,,1,,,,,,,,,3,1,3,5.413,45.872,47.227,22,6369dfcfb205120e7442ea69,7,6616a611b1d4fd89aac7dfaa,6616ff7c23056ded9be91c8e
4/10/2024 14:10,4/10/2024 14:11,0,153.33.22.64,100,30,1,4/10/2024 14:11,R_6OPGC9AuqWvmerH,,,,,29.5652,-98.6145,anonymous,EN,2,,24,1,,1,,,,,,,,,5,1,5,1.34,28.543,29.187,13,602e030cc083e38fcb6b2b65,15,6616a611b1d4fd89aac7dfaa,6617000d59add603ad601b06
4/10/2024 14:10,4/10/2024 14:11,0,172.58.125.114,100,44,1,4/10/2024 14:11,R_50vf9X4oBGkPfl8,,,,,42.3888,-83.1895,anonymous,EN,1,,52,3,,1,,,,,,,,,6,1,2,2.817,42.779,43.5,18,65771918d6f1e09cb11b2be4,15,6616a611b1d4fd89aac7dfaa,661700007a847632c50ae530
4/10/2024 14:10,4/10/2024 14:11,0,70.105.11.206,100,27,1,4/10/2024 14:11,R_3SIY11YCpXAQEeH,,,,,37.5537,-77.4602,anonymous,EN,2,,25,1,,,,,,,,1,,,2,1,4,2.736,24.971,26.1,8,6508caee94c49935c4fa4444,6,6616a611b1d4fd89aac7dfaa,6616fff41a91c28d009d7a96
4/10/2024 14:11,4/10/2024 14:11,0,108.21.57.66,100,11,1,4/10/2024 14:11,R_1dEK8fEceqdOoGe,,,,,40.7429,-73.9392,anonymous,EN,2,,33,2,,,,,1,,,,,,6,1,4,0.901,10.418,11.35,7,60819dd29a63569b48b584ea,11,6616a611b1d4fd89aac7dfaa,6617003b5f96b52eaa90ce76
4/10/2024 14:11,4/10/2024 14:11,0,131.179.158.23,100,16,1,4/10/2024 14:11,R_1QGJRExnQVJNtcD,,,,,34.0648,-118.4414,anonymous,EN,2,,32,-99,,,,,,,,,1,,-99,1,4,1.519,14.59,15.425,9,60946de1a598e8ca41a3096d,13,6616a611b1d4fd89aac7dfaa,66170045f201fd46ff5730a6
4/10/2024 14:11,4/10/2024 14:11,0,47.188.132.185,100,12,1,4/10/2024 14:11,R_2k7eXJ7vbwxeV6J,,,,,32.9993,-96.8346,anonymous,EN,1,,37,1,,1,,,,,,,,,6,1,3,1.047,10.79,11.708,8,62838cdc775f6094ddf0664b,8,6616a611b1d4fd89aac7dfaa,6617004232eb411fec42988b
4/10/2024 14:10,4/10/2024 14:11,0,108.231.121.208,100,41,1,4/10/2024 14:11,R_3KuyKT8G9PNvZUH,,,,,43.0477,-88.004,anonymous,EN,1,,47,2,,1,,,,,,,,,6,1,5,1.63,39.127,40.884,11,63d3ff28c338c75425b282b9,7,6616a611b1d4fd89aac7dfaa,6617001683b77849ef8616ca
4/10/2024 14:11,4/10/2024 14:11,0,96.31.209.245,100,20,1,4/10/2024 14:11,R_5DBaqLmWMyAeWT6,,,,,35.0812,-92.4722,anonymous,EN,1,,60,1,,1,,,,,,,,,2,1,4,1.436,18.004,19.813,8,5be2e7e491deed00015adcb0,3,6616a611b1d4fd89aac7dfaa,6617003f7919662536eb6540
4/10/2024 14:11,4/10/2024 14:11,0,76.20.15.189,100,22,1,4/10/2024 14:11,R_2pMCV1MPYuHxJZM,,,,,38.5559,-121.7391,anonymous,EN,2,,22,1,,,,,1,,,,,,4,1,4,2.105,16.059,20.797,7,60fe5291479c1a1f6417b4a5,5,6616a611b1d4fd89aac7dfaa,66170035718fb40468d05206
4/10/2024 14:10,4/10/2024 14:11,0,73.42.112.85,100,69,1,4/10/2024 14:11,R_1dotHLhJGUm6qIZ,,,,,35.6565,-106.0105,anonymous,EN,2,,39,2,,1,,,,,,,,,-99,1,5,1.984,67.564,68.306,15,5d4a36e8a61675000169036f,18,6616a611b1d4fd89aac7dfaa,6616fffb4dde64e60f6eaab0
4/10/2024 14:11,4/10/2024 14:11,0,134.215.21.26,100,15,1,4/10/2024 14:11,R_22nSUPp5epwnmxF,,,,,36.1671,-86.7861,anonymous,EN,1,,39,2,,1,,,,,,,,,6,1,4,1.055,13.478,14.618,7,5ba8e80089390100019064ed,4,6616a611b1d4fd89aac7dfaa,661700347a847632c50ae539
4/10/2024 14:10,4/10/2024 14:11,0,69.59.123.203,100,84,1,4/10/2024 14:11,R_5109sX4zqO3S0CX,,,,,34.224,-82.1625,anonymous,EN,1,,50,1,,,1,,,,,,,,6,2,4,42.444,71.617,72.649,18,637d5f0f84db9e63ebafc4db,9,6616a611b1d4fd89aac7dfaa,6616ff6d34d6f85d29e873d8
4/10/2024 14:11,4/10/2024 14:11,0,16.98.96.51,100,15,1,4/10/2024 14:11,R_2oHIxmT8xYGILlD,,,,,35.3288,-118.9748,anonymous,EN,1,,35,1,,1,,,,,,,,,3,2,4,0.771,14.015,14.817,11,5a286558564bdf00016463fc,7,6616a611b1d4fd89aac7dfaa,66170055f217cf2d95a741f8
4/10/2024 14:11,4/10/2024 14:11,0,172.58.207.5,100,41,1,4/10/2024 14:11,R_32S51tF2tYedbL2,,,,,40.0345,-75.1193,anonymous,EN,1,,35,2,,,1,,,,,,,,6,1,3,3.021,40.089,40.63,25,62989737409d018c733483c1,1,6616a611b1d4fd89aac7dfaa,6616ffec4c6b0da9791ce758
4/10/2024 14:11,4/10/2024 14:11,0,97.112.166.212,100,18,1,4/10/2024 14:11,R_12MFLXuOQgUyccv,,,,,38.7463,-104.7179,anonymous,EN,1,,31,1,,1,,,,,,,,,6,1,4,0.903,17.392,18.388,9,5fdcdc50bbdf7f2dbc77c1da,17,6616a611b1d4fd89aac7dfaa,661700567919662536eb6548
4/10/2024 14:11,4/10/2024 14:11,0,136.37.10.212,100,31,1,4/10/2024 14:11,R_1v8QwI6gW34X7oX,,,,,39.1995,-94.5265,anonymous,EN,1,,38,1,,,,,,,,,1,,3,2,4,0.974,27.908,30.8,7,5a6b998a3fb6420001c2f97a,5,6616a611b1d4fd89aac7dfaa,66170003714151fe4cae8371
4/10/2024 14:11,4/10/2024 14:11,0,166.199.172.56,100,22,1,4/10/2024 14:11,R_111Gb7lAj3yzm4V,,,,,41.8883,-87.7613,anonymous,EN,2,,53,2,,1,,,,,,,,,3,1,2,1.473,22.256,22.276,16,648343299ec8050d10aee27d,18,6616a611b1d4fd89aac7dfaa,6617004bcbe16bba2c31d873
4/10/2024 14:11,4/10/2024 14:12,0,69.119.116.28,100,24,1,4/10/2024 14:12,R_3hhJYXrIWj9ORh8,,,,,40.9175,-73.9912,anonymous,EN,2,,60,2,,1,,,,,,,,,6,1,4,1.9,20.651,23.437,11,5fd9ad6dab00c64c8a45c9fc,16,6616a611b1d4fd89aac7dfaa,6617003c3f413e74e22dca2d
4/10/2024 14:11,4/10/2024 14:12,0,73.234.14.176,100,22,1,4/10/2024 14:12,R_2Kq4vsDGub0NfBe,,,,,42.8859,-71.299,anonymous,EN,2,,52,2,,1,,,,,,,,,6,1,2,1.464,20.487,21.49,11,636d19c8d8a6c6ef4d37ff41,6,6616a611b1d4fd89aac7dfaa,6617004ca0cada45ab7dee3b
4/10/2024 14:11,4/10/2024 14:12,0,24.59.212.85,100,25,1,4/10/2024 14:12,R_3qfaGg9vntDSju1,,,,,43.09,-75.7633,anonymous,EN,2,,25,1,,1,,,,,,,,,2,1,2,3.356,22.129,24.137,7,6126b15980c9b23ec5b87cf4,8,6616a611b1d4fd89aac7dfaa,6616ffcb01681e4bb7a30259
4/10/2024 14:11,4/10/2024 14:12,0,75.118.227.233,100,27,1,4/10/2024 14:12,R_19uhRZgFAxLEwIs,,,,,41.3957,-81.8157,anonymous,EN,1,,38,2,,1,,,,,,,,,6,3,3,1.225,23.454,26.493,7,6040558e6700552508a8f9b5,11,6616a611b1d4fd89aac7dfaa,66170033dbd49045a9b7fd53
4/10/2024 14:11,4/10/2024 14:12,0,174.24.74.209,100,25,1,4/10/2024 14:12,R_1XykDaCP98acGVb,,,,,38.9072,-104.7012,anonymous,EN,-99,,43,-99,,,,,,,,,1,,-99,-99,-99,3.888,23.623,24.382,9,5f0a686635f72917e94c7a63,4,6616a611b1d4fd89aac7dfaa,6616fff095a942c98c081936
4/10/2024 14:11,4/10/2024 14:12,0,98.197.58.95,100,35,1,4/10/2024 14:12,R_60AjF8SGCgdvlhU,,,,,29.8331,-95.7498,anonymous,EN,2,,53,2,1,1,,,,,,,,,3,1,4,4.527,33.717,34.723,17,652e8b28a8cbaf32300b45fd,12,6616a611b1d4fd89aac7dfaa,6617004027af7b6595bd2b6f
4/10/2024 14:11,4/10/2024 14:12,0,50.4.5.196,100,49,1,4/10/2024 14:12,R_1hyDNU4W4mnGYhf,,,,,42.2316,-83.2659,anonymous,EN,1,,32,1,,1,,,,,,,,,3,2,4,5.935,44.907,48,15,628f827eeb876ed2617881e7,15,6616a611b1d4fd89aac7dfaa,66170048869990cc40fefe38
4/10/2024 14:12,4/10/2024 14:12,0,99.103.122.86,100,19,1,4/10/2024 14:12,R_4WfGFhKitbyOO1b,,,,,29.5656,-95.2747,anonymous,EN,1,,28,1,,1,,,,,,,,,3,1,2,2.139,17.255,19.039,7,5d3695969749cc00165c222f,14,6616a611b1d4fd89aac7dfaa,66170036a7fb30b7d13e9b8e
4/10/2024 14:12,4/10/2024 14:12,0,97.115.145.119,100,16,1,4/10/2024 14:12,R_7QWrg6U2vsB92z6,,,,,45.5777,-122.6795,anonymous,EN,1,,29,1,,1,,,,,,,,,2,3,4,1.62,14.965,15.673,7,5b87dd09019cf60001a115b3,15,6616a611b1d4fd89aac7dfaa,6617007d5532b99d470dfd94
4/10/2024 14:12,4/10/2024 14:12,0,73.67.188.170,100,14,1,4/10/2024 14:12,R_5kk4iqP3B2tVw4i,,,,,45.5645,-122.6447,anonymous,EN,1,,30,2,,1,,,,,,,,,6,1,4,1.855,13.128,13.956,7,6293c7cef1af3c7badc3e25b,1,6616a611b1d4fd89aac7dfaa,6617008b92dd647160780aeb
4/10/2024 14:12,4/10/2024 14:12,0,108.66.212.109,100,14,1,4/10/2024 14:12,R_3kp5SHUAqAnDS6i,,,,,35.7109,-78.6594,anonymous,EN,3,,30,2,,1,,,,,,,,,6,3,5,1.347,11.57,13.219,7,5dd2e29b2c5c102e6454227a,13,6616a611b1d4fd89aac7dfaa,66170074bbac762b031ce837
4/10/2024 14:12,4/10/2024 14:12,0,24.13.131.209,100,18,1,4/10/2024 14:12,R_5hQrhWRdBjTEGTJ,,,,,39.8616,-88.9355,anonymous,EN,2,,42,1,,1,,,,,,,,,2,1,4,3.656,15.953,17.646,7,570bc1ffb9b52b00102db939,16,6616a611b1d4fd89aac7dfaa,6617003ae2867f3854c241be
4/10/2024 14:11,4/10/2024 14:12,0,108.234.164.167,100,86,1,4/10/2024 14:12,R_1B5neOZEOwdEcln,,,,,30.3251,-92.0396,anonymous,EN,2,,38,-99,,1,,,,,,,,,1,1,1,1.431,83.903,85.665,10,60b8242021561f7827855c02,3,6616a611b1d4fd89aac7dfaa,6616ffcfbe750e43a60ae427
4/10/2024 14:12,4/10/2024 14:12,0,76.154.130.217,100,26,1,4/10/2024 14:12,R_37DWQz97p55xzQr,,,,,39.8661,-104.9197,anonymous,EN,2,,42,2,,1,,,,,,,,,6,1,3,11.865,25.288,25.943,7,5dd61f689740545c506ee244,17,6616a611b1d4fd89aac7dfaa,6616ffd82f3000d417633e3a
4/10/2024 14:12,4/10/2024 14:12,0,68.52.5.17,100,22,1,4/10/2024 14:12,R_5rBLn2cOS8zza5c,,,,,35.9267,-85.8075,anonymous,EN,2,,24,2,,1,,,,,,,,,4,1,4,1.488,21.228,21.867,15,65d198a2d007f5631ea8fe6a,2,6616a611b1d4fd89aac7dfaa,66170067d43d965bdb91eaa4
4/10/2024 14:12,4/10/2024 14:12,0,70.40.81.198,100,23,1,4/10/2024 14:12,R_201Flg1HJqKs18d,,,,,34.026,-78.2893,anonymous,EN,2,,64,2,,1,,,,,,,,,5,1,4,2.385,22.017,22.859,14,5d3d871e98775f001569addd,12,6616a611b1d4fd89aac7dfaa,6617007e8a816706bef5198b
4/10/2024 14:12,4/10/2024 14:12,0,74.126.13.8,100,31,1,4/10/2024 14:12,R_5lFhy7kT3xGeiHV,,,,,42.4257,-83.1522,anonymous,EN,1,,55,2,,,1,,,,,,,,2,1,2,1.823,29.087,31.193,10,5c961ee66357fb0001ef4b4a,18,6616a611b1d4fd89aac7dfaa,66170082a57eaa2b5cd59aab
4/10/2024 14:12,4/10/2024 14:12,0,68.62.53.24,100,19,1,4/10/2024 14:12,R_5kbTdZCXMUD1A6C,,,,,42.7348,-84.6245,anonymous,EN,2,,38,1,,1,,,,,,,,,5,1,4,4.212,17.558,19.065,9,5f4738bfa043201203a27b4b,6,6616a611b1d4fd89aac7dfaa,6617009a5780ea30b90a1459
4/10/2024 14:12,4/10/2024 14:12,0,66.30.60.78,100,30,1,4/10/2024 14:12,R_1UUn3zvo9t5qOrf,,,,,41.6339,-70.9406,anonymous,EN,1,,40,2,,1,,,,,,,,,5,1,2,2.741,27.835,30.248,24,5c6dcac242fe6b0001908ed9,14,6616a611b1d4fd89aac7dfaa,6616ff379968f84f3eab96bc
4/10/2024 14:12,4/10/2024 14:13,0,23.84.148.181,100,36,1,4/10/2024 14:13,R_2nvrVKquC7vgglr,,,,,38.9933,-92.3078,anonymous,EN,2,,35,2,,1,,,,,,,,,6,1,4,1.436,34.134,34.8,17,65d96fc2ab41c5ce72f1c545,14,6616a611b1d4fd89aac7dfaa,6616fe5afc610ea2f9c6ef07
4/10/2024 14:12,4/10/2024 14:13,0,63.160.189.30,100,40,1,4/10/2024 14:13,R_1YcdyuRwCyMwMaG,,,,,39.0469,-77.4903,anonymous,EN,1,,34,1,,,1,,,,,,,,1,1,5,7.6,35.263,36.589,7,605fe9680cac2ea943d411ec,18,6616a611b1d4fd89aac7dfaa,6616ffe75bd3d8a5a8ca1daa
4/10/2024 14:12,4/10/2024 14:13,0,173.66.39.161,100,52,1,4/10/2024 14:13,R_1O3vddtBRGBra5H,,,,,38.8452,-77.4651,anonymous,EN,1,,42,1,,1,,,,,,,,,6,2,4,2.648,16.871,51.855,7,63bc6b49a80cc5496df4c897,1,6616a611b1d4fd89aac7dfaa,6617006dd4841a81db91eba3
4/10/2024 14:12,4/10/2024 14:13,0,16.98.107.144,100,25,1,4/10/2024 14:13,R_4qwcnUH1YtjzD0I,,,,,35.4145,-119.0403,anonymous,EN,1,,34,1,,1,,,,,,,,,1,1,2,1.1,23.452,24.239,24,5ef54b31234db61ac1c7fdb0,14,6616a611b1d4fd89aac7dfaa,6616ffe99968f84f3eab96d8
4/10/2024 14:12,4/10/2024 14:13,0,69.136.68.102,100,25,1,4/10/2024 14:13,R_5KHOE00tyAd8VhW,,,,,39.9768,-75.256,anonymous,EN,-99,,60,-99,,,,,,,,,1,,-99,-99,-99,1.262,23.849,24.75,10,580cab86b869700001d71628,6,6616a611b1d4fd89aac7dfaa,6617008f23056ded9be91cba
4/10/2024 14:12,4/10/2024 14:13,0,184.58.216.108,100,38,1,4/10/2024 14:13,R_2Kj3cILcLoUysjq,,,,,43.0475,-87.8964,anonymous,EN,2,,40,2,,1,,,,,,,,,2,2,5,2.352,36.317,37.69,12,5f37596ced40de1d72604b38,17,6616a611b1d4fd89aac7dfaa,6617009adfb0b47a66f8de03
4/10/2024 14:13,4/10/2024 14:13,0,108.232.85.91,100,11,1,4/10/2024 14:13,R_5TTQAoTZAqGe9Xr,,,,,41.9211,-87.7032,anonymous,EN,1,,33,2,,1,,,,,,,,,6,1,4,0.949,11.123,11.552,13,5f514a32f4577317da5da78f,12,6616a611b1d4fd89aac7dfaa,661700cf586ed6f8919f3ae1
4/10/2024 14:13,4/10/2024 14:13,0,172.56.55.201,100,24,1,4/10/2024 14:13,R_2ZQ7ylYY3RIJety,,,,,29.6968,-95.5446,anonymous,EN,2,,40,2,,,,1,,,,,,,2,1,3,1.799,22.964,23.6,19,5d829da97f572900184a7cb1,9,6616a611b1d4fd89aac7dfaa,661700ac53398aa1d20c8b55
4/10/2024 14:13,4/10/2024 14:13,0,68.185.102.159,100,22,1,4/10/2024 14:13,R_7Pkji5POTeXNNkB,,,,,43.3234,-89.5724,anonymous,EN,2,,18,1,,1,,,,,,,,,6,1,2,2.459,20.229,21.692,8,661402d553ae60a0f38cce13,13,6616a611b1d4fd89aac7dfaa,661700a0c24fdb22bb6da440
4/10/2024 14:13,4/10/2024 14:13,0,69.206.243.150,100,22,1,4/10/2024 14:13,R_2sSEIkowIRvGxux,,,,,40.7579,-73.9332,anonymous,EN,2,,46,3,,,,,1,,,,,,6,1,5,1.823,20.928,22.238,7,65513436964e241ee99a5083,11,6616a611b1d4fd89aac7dfaa,661700735f96b52eaa90ce7e
4/10/2024 14:13,4/10/2024 14:13,0,98.97.82.202,100,15,1,4/10/2024 14:13,R_5eXoG7gdkQjUofR,,,,,32.7797,-96.8022,anonymous,EN,1,,36,2,,1,,,,,,,,,3,1,2,1.529,13.771,14.828,8,55c694e3fdf99b6c4f28595f,2,6616a611b1d4fd89aac7dfaa,661700aad1b5b613da50af36
4/10/2024 14:13,4/10/2024 14:13,0,108.226.183.227,100,14,1,4/10/2024 14:13,R_5MGuDhul9TKQ0Jt,,,,,29.8973,-95.6463,anonymous,EN,1,,37,3,,1,,,,,,,,,5,1,4,1.043,13.202,13.863,8,6296295f57c07906c9052955,15,6616a611b1d4fd89aac7dfaa,661700bb7fc752e94c45f775
4/10/2024 14:13,4/10/2024 14:13,0,47.183.203.11,100,15,1,4/10/2024 14:13,R_5fg4aHjYg4gWGc4,,,,,30.5478,-96.2715,anonymous,EN,1,,32,1,,1,,,,,,,,,6,1,2,1.806,14.173,15.195,7,63d40f21ea1c311723c7c847,2,6616a611b1d4fd89aac7dfaa,6616ff7b29d63b5d1e801c76
